inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit
1.250,"585 / 
665",1.067 per km²,16 %,10 %,27 %,25 %,22 %,63 %,25 %,12 %,715,59 %,20 %,21 %,"1,8",73 %,59 %,27 %,14 %,€ 37.300,0 %
11.945,"5.865 / 
6.080",22.538 per km²,14 %,14 %,45 %,20 %,7 %,54 %,16 %,30 %,6.875,56 %,22 %,22 %,"1,7",71 %,16 %,43 %,41 %,€ 17.500,9 %
3.075,"1.440 / 
1.635",2.840 per km²,10 %,7 %,25 %,31 %,27 %,68 %,11 %,21 %,1.950,61 %,23 %,16 %,"1,6",63 %,7 %,43 %,50 %,€ 15.200,"10,1 %"
8.715,"4.235 / 
4.480",3.556 per km²,19 %,13 %,27 %,27 %,14 %,64 %,10 %,26 %,3.905,36 %,24 %,40 %,"2,2",73 %,20 %,44 %,36 %,€ 17.900,"5,5 %"
9.690,"4.815 / 
4.875",7.143 per km²,13 %,11 %,40 %,26 %,9 %,51 %,15 %,34 %,5.600,60 %,18 %,22 %,"1,7",67 %,10 %,44 %,46 %,€ 15.900,"14,4 %"
7.235,"3.520 / 
3.720",23.819 per km²,11 %,11 %,50 %,22 %,6 %,65 %,22 %,13 %,4.675,64 %,21 %,16 %,"1,5",76 %,26 %,39 %,35 %,€ 20.300,5 %
13.770,"6.985 / 
6.785",21.803 per km²,10 %,15 %,48 %,22 %,6 %,61 %,21 %,18 %,9.360,69 %,19 %,13 %,"1,5",73 %,22 %,39 %,39 %,€ 19.800,"6,1 %"
11.920,"6.000 / 
5.920",25.329 per km²,13 %,10 %,45 %,25 %,7 %,55 %,18 %,27 %,7.450,64 %,17 %,18 %,"1,6",74 %,17 %,44 %,39 %,€ 18.000,"9,9 %"
13.510,"6.445 / 
7.065",4.798 per km²,18 %,14 %,33 %,25 %,10 %,72 %,16 %,12 %,6.910,48 %,22 %,30 %,"2,0",78 %,34 %,39 %,27 %,€ 23.200,"2,3 %"
6.805,"3.615 / 
3.190",13.560 per km²,9 %,12 %,38 %,30 %,11 %,62 %,30 %,8 %,4.495,65 %,23 %,12 %,"1,5",69 %,44 %,26 %,30 %,€ 30.200,1 %
17.750,"9.035 / 
8.715",11.717 per km²,20 %,8 %,39 %,29 %,4 %,62 %,16 %,22 %,8.775,43 %,25 %,33 %,"2,0",80 %,40 %,37 %,23 %,€ 24.800,"4,8 %"
17.650,"8.860 / 
8.790",17.336 per km²,17 %,14 %,43 %,19 %,7 %,38 %,11 %,51 %,9.585,55 %,20 %,25 %,"1,8",67 %,11 %,47 %,42 %,€ 16.200,"12,9 %"
15.105,"7.180 / 
7.925",9.515 per km²,14 %,13 %,27 %,22 %,23 %,46 %,11 %,43 %,8.175,52 %,25 %,23 %,"1,8",65 %,14 %,43 %,43 %,€ 16.900,"7,7 %"
9.690,"4.815 / 
4.875",7.143 per km²,13 %,11 %,40 %,26 %,9 %,51 %,15 %,34 %,5.600,60 %,18 %,22 %,"1,7",67 %,10 %,44 %,46 %,€ 15.900,"14,4 %"
6.805,"3.615 / 
3.190",13.560 per km²,9 %,12 %,38 %,30 %,11 %,62 %,30 %,8 %,4.495,65 %,23 %,12 %,"1,5",69 %,44 %,26 %,30 %,€ 30.200,1 %
11.700,"5.665 / 
6.035",22.837 per km²,9 %,12 %,46 %,22 %,10 %,60 %,18 %,22 %,7.670,67 %,19 %,14 %,"1,5",74 %,19 %,40 %,41 %,€ 18.500,"7,7 %"
7.105,"3.155 / 
3.950",3.866 per km²,9 %,9 %,24 %,24 %,34 %,62 %,22 %,16 %,4.025,59 %,25 %,16 %,"1,6",66 %,30 %,38 %,32 %,€ 23.600,"3,5 %"
5.235,"2.600 / 
2.630",8.225 per km²,19 %,10 %,35 %,26 %,10 %,64 %,26 %,10 %,2.675,50 %,22 %,28 %,"2,0",74 %,44 %,28 %,28 %,€ 33.300,"2,5 %"
,,,,,,,,,,,,,,,,,,,,,
4.235,"2.270 / 
1.965",9.978 per km²,10 %,12 %,38 %,28 %,12 %,63 %,28 %,9 %,2.710,64 %,23 %,13 %,"1,6",72 %,41 %,27 %,32 %,€ 31.400,"1,7 %"
12.825,"6.415 / 
6.410",9.663 per km²,21 %,16 %,31 %,20 %,11 %,30 %,10 %,60 %,5.670,43 %,20 %,37 %,"2,2",62 %,9 %,45 %,46 %,€ 15.500,"11,7 %"
10.380,"5.020 / 
5.360",6.287 per km²,15 %,10 %,27 %,28 %,19 %,70 %,8 %,22 %,5.185,44 %,25 %,31 %,"2,0",69 %,8 %,45 %,47 %,€ 15.300,"6,7 %"
11.670,"5.790 / 
5.875",10.148 per km²,34 %,7 %,42 %,14 %,2 %,54 %,11 %,35 %,4.445,30 %,18 %,53 %,"2,6",81 %,37 %,40 %,23 %,€ 23.400,5 %
3.660,"1.755 / 
1.905",4.518 per km²,30 %,10 %,46 %,11 %,3 %,46 %,11 %,43 %,1.565,39 %,16 %,45 %,"2,3",78 %,%,%,%,Prijs op aanvraag,"7,1 %"
8.715,"4.235 / 
4.480",3.556 per km²,19 %,13 %,27 %,27 %,14 %,64 %,10 %,26 %,3.905,36 %,24 %,40 %,"2,2",73 %,20 %,44 %,36 %,€ 17.900,"5,5 %"
4.635,"2.380 / 
2.255",12.520 per km²,12 %,13 %,45 %,24 %,6 %,62 %,18 %,20 %,2.855,62 %,21 %,17 %,"1,6",75 %,27 %,38 %,35 %,€ 20.900,"5,9 %"
7.340,"3.720 / 
3.625",10.108 per km²,23 %,17 %,34 %,18 %,8 %,17 %,8 %,75 %,3.275,48 %,16 %,36 %,"2,2",53 %,6 %,44 %,50 %,€ 14.300,"18,3 %"
6.805,"3.615 / 
3.190",13.560 per km²,9 %,12 %,38 %,30 %,11 %,62 %,30 %,8 %,4.495,65 %,23 %,12 %,"1,5",69 %,44 %,26 %,30 %,€ 30.200,1 %
8.715,"4.235 / 
4.480",3.556 per km²,19 %,13 %,27 %,27 %,14 %,64 %,10 %,26 %,3.905,36 %,24 %,40 %,"2,2",73 %,20 %,44 %,36 %,€ 17.900,"5,5 %"
165,"125 / 
35",25 per km²,4 %,13 %,43 %,35 %,5 %,48 %,26 %,26 %,95,82 %,8 %,9 %,"1,3",36 %,%,%,%,Prijs op aanvraag,"3,3 %"
11.670,"5.790 / 
5.875",10.148 per km²,34 %,7 %,42 %,14 %,2 %,54 %,11 %,35 %,4.445,30 %,18 %,53 %,"2,6",81 %,37 %,40 %,23 %,€ 23.400,5 %
,,,,,,,,,,,,,,,,,,,,,
10.380,"5.020 / 
5.360",6.287 per km²,15 %,10 %,27 %,28 %,19 %,70 %,8 %,22 %,5.185,44 %,25 %,31 %,"2,0",69 %,8 %,45 %,47 %,€ 15.300,"6,7 %"
13.510,"6.445 / 
7.065",4.798 per km²,18 %,14 %,33 %,25 %,10 %,72 %,16 %,12 %,6.910,48 %,22 %,30 %,"2,0",78 %,34 %,39 %,27 %,€ 23.200,"2,3 %"
16.495,"7.920 / 
8.575",7.029 per km²,19 %,13 %,28 %,22 %,18 %,39 %,12 %,49 %,7.815,46 %,23 %,31 %,"2,1",65 %,16 %,45 %,39 %,€ 17.700,9 %
5.770,"2.855 / 
2.915",15.935 per km²,14 %,14 %,50 %,16 %,7 %,49 %,15 %,36 %,3.400,58 %,23 %,19 %,"1,7",74 %,13 %,52 %,35 %,€ 17.400,"6,1 %"
5.235,"2.600 / 
2.630",8.225 per km²,19 %,10 %,35 %,26 %,10 %,64 %,26 %,10 %,2.675,50 %,22 %,28 %,"2,0",74 %,44 %,28 %,28 %,€ 33.300,"2,5 %"
10.255,"5.175 / 
5.075",14.281 per km²,13 %,13 %,40 %,27 %,7 %,47 %,15 %,38 %,6.120,62 %,18 %,20 %,"1,7",68 %,14 %,42 %,44 %,€ 17.200,"11,9 %"
8.300,"4.195 / 
4.100",7.095 per km²,18 %,13 %,35 %,25 %,9 %,40 %,11 %,49 %,4.375,54 %,17 %,29 %,"1,9",61 %,8 %,44 %,48 %,€ 15.300,"15,7 %"
6.975,"3.565 / 
3.410",12.587 per km²,9 %,12 %,43 %,26 %,9 %,64 %,25 %,11 %,4.620,67 %,21 %,13 %,"1,5",73 %,36 %,33 %,31 %,€ 26.300,"2,9 %"
12.510,"5.995 / 
6.515",7.553 per km²,21 %,12 %,26 %,25 %,15 %,43 %,9 %,48 %,5.675,43 %,21 %,37 %,"2,2",63 %,11 %,46 %,43 %,€ 16.400,"10,7 %"
4.470,"2.610 / 
1.860",7.268 per km²,6 %,17 %,51 %,21 %,5 %,53 %,27 %,20 %,3.350,75 %,18 %,6 %,"1,3",71 %,28 %,36 %,36 %,€ 21.800,"2,3 %"
11.920,"6.000 / 
5.920",25.329 per km²,13 %,10 %,45 %,25 %,7 %,55 %,18 %,27 %,7.450,64 %,17 %,18 %,"1,6",74 %,17 %,44 %,39 %,€ 18.000,"9,9 %"
7.825,"3.910 / 
3.910",22.079 per km²,10 %,10 %,45 %,25 %,9 %,60 %,19 %,21 %,5.065,66 %,19 %,15 %,"1,5",73 %,18 %,42 %,40 %,€ 18.300,"8,6 %"
6.805,"3.615 / 
3.190",13.560 per km²,9 %,12 %,38 %,30 %,11 %,62 %,30 %,8 %,4.495,65 %,23 %,12 %,"1,5",69 %,44 %,26 %,30 %,€ 30.200,1 %
11.670,"5.790 / 
5.875",10.148 per km²,34 %,7 %,42 %,14 %,2 %,54 %,11 %,35 %,4.445,30 %,18 %,53 %,"2,6",81 %,37 %,40 %,23 %,€ 23.400,5 %
7.235,"3.520 / 
3.720",23.819 per km²,11 %,11 %,50 %,22 %,6 %,65 %,22 %,13 %,4.675,64 %,21 %,16 %,"1,5",76 %,26 %,39 %,35 %,€ 20.300,5 %
3.725,"1.785 / 
1.940",12.822 per km²,10 %,10 %,48 %,22 %,10 %,64 %,19 %,17 %,2.360,65 %,20 %,15 %,"1,5",74 %,25 %,41 %,34 %,€ 20.500,"6,3 %"
10.255,"5.175 / 
5.075",14.281 per km²,13 %,13 %,40 %,27 %,7 %,47 %,15 %,38 %,6.120,62 %,18 %,20 %,"1,7",68 %,14 %,42 %,44 %,€ 17.200,"11,9 %"
11.945,"5.865 / 
6.080",22.538 per km²,14 %,14 %,45 %,20 %,7 %,54 %,16 %,30 %,6.875,56 %,22 %,22 %,"1,7",71 %,16 %,43 %,41 %,€ 17.500,9 %
6.975,"3.565 / 
3.410",12.587 per km²,9 %,12 %,43 %,26 %,9 %,64 %,25 %,11 %,4.620,67 %,21 %,13 %,"1,5",73 %,36 %,33 %,31 %,€ 26.300,"2,9 %"
13.510,"6.445 / 
7.065",4.798 per km²,18 %,14 %,33 %,25 %,10 %,72 %,16 %,12 %,6.910,48 %,22 %,30 %,"2,0",78 %,34 %,39 %,27 %,€ 23.200,"2,3 %"
5.035,"2.420 / 
2.615",19.600 per km²,12 %,11 %,41 %,25 %,11 %,59 %,19 %,22 %,3.145,61 %,20 %,19 %,"1,6",72 %,21 %,39 %,40 %,€ 20.000,"7,7 %"
16.495,"7.920 / 
8.575",7.029 per km²,19 %,13 %,28 %,22 %,18 %,39 %,12 %,49 %,7.815,46 %,23 %,31 %,"2,1",65 %,16 %,45 %,39 %,€ 17.700,9 %
12.055,"6.225 / 
5.835",25.520 per km²,15 %,14 %,43 %,21 %,7 %,34 %,13 %,53 %,6.855,60 %,18 %,22 %,"1,8",63 %,9 %,42 %,49 %,€ 15.500,"13,9 %"
9.690,"4.815 / 
4.875",7.143 per km²,13 %,11 %,40 %,26 %,9 %,51 %,15 %,34 %,5.600,60 %,18 %,22 %,"1,7",67 %,10 %,44 %,46 %,€ 15.900,"14,4 %"
15.105,"7.180 / 
7.925",9.515 per km²,14 %,13 %,27 %,22 %,23 %,46 %,11 %,43 %,8.175,52 %,25 %,23 %,"1,8",65 %,14 %,43 %,43 %,€ 16.900,"7,7 %"
6.775,"3.365 / 
3.405",27.167 per km²,11 %,12 %,41 %,27 %,10 %,52 %,17 %,31 %,4.455,68 %,16 %,16 %,"1,5",69 %,14 %,43 %,43 %,€ 17.100,"11,1 %"
5.035,"2.420 / 
2.615",19.600 per km²,12 %,11 %,41 %,25 %,11 %,59 %,19 %,22 %,3.145,61 %,20 %,19 %,"1,6",72 %,21 %,39 %,40 %,€ 20.000,"7,7 %"
10.415,"5.250 / 
5.165",11.168 per km²,18 %,13 %,36 %,23 %,10 %,32 %,11 %,57 %,5.420,55 %,18 %,28 %,"1,9",63 %,11 %,42 %,47 %,€ 15.800,"15,3 %"
5.135,"2.635 / 
2.500",20.353 per km²,10 %,12 %,48 %,23 %,7 %,57 %,19 %,24 %,3.375,65 %,20 %,15 %,"1,5",72 %,18 %,40 %,42 %,€ 17.500,9 %
8.715,"4.235 / 
4.480",3.556 per km²,19 %,13 %,27 %,27 %,14 %,64 %,10 %,26 %,3.905,36 %,24 %,40 %,"2,2",73 %,20 %,44 %,36 %,€ 17.900,"5,5 %"
4.470,"2.610 / 
1.860",7.268 per km²,6 %,17 %,51 %,21 %,5 %,53 %,27 %,20 %,3.350,75 %,18 %,6 %,"1,3",71 %,28 %,36 %,36 %,€ 21.800,"2,3 %"
5.235,"2.600 / 
2.630",8.225 per km²,19 %,10 %,35 %,26 %,10 %,64 %,26 %,10 %,2.675,50 %,22 %,28 %,"2,0",74 %,44 %,28 %,28 %,€ 33.300,"2,5 %"
7.805,"3.785 / 
4.020",22.164 per km²,13 %,12 %,34 %,31 %,11 %,47 %,17 %,36 %,4.640,60 %,18 %,22 %,"1,7",64 %,14 %,41 %,45 %,€ 17.000,"14,1 %"
8.300,"4.195 / 
4.100",7.095 per km²,18 %,13 %,35 %,25 %,9 %,40 %,11 %,49 %,4.375,54 %,17 %,29 %,"1,9",61 %,8 %,44 %,48 %,€ 15.300,"15,7 %"
11.700,"5.665 / 
6.035",22.837 per km²,9 %,12 %,46 %,22 %,10 %,60 %,18 %,22 %,7.670,67 %,19 %,14 %,"1,5",74 %,19 %,40 %,41 %,€ 18.500,"7,7 %"
8.630,"4.370 / 
4.260",15.913 per km²,12 %,10 %,38 %,32 %,9 %,63 %,22 %,15 %,5.415,62 %,20 %,18 %,"1,6",72 %,29 %,36 %,35 %,€ 21.500,"6,3 %"
7.825,"3.910 / 
3.910",22.079 per km²,10 %,10 %,45 %,25 %,9 %,60 %,19 %,21 %,5.065,66 %,19 %,15 %,"1,5",73 %,18 %,42 %,40 %,€ 18.300,"8,6 %"
10.835,"4.985 / 
5.850",12.665 per km²,12 %,10 %,49 %,20 %,9 %,69 %,18 %,13 %,6.750,60 %,23 %,17 %,"1,6",79 %,26 %,44 %,30 %,€ 21.200,"4,1 %"
10.020,"4.955 / 
5.065",25.570 per km²,14 %,11 %,47 %,19 %,8 %,44 %,15 %,41 %,6.000,61 %,19 %,20 %,"1,6",69 %,12 %,48 %,40 %,€ 16.900,"11,7 %"
10.380,"5.020 / 
5.360",6.287 per km²,15 %,10 %,27 %,28 %,19 %,70 %,8 %,22 %,5.185,44 %,25 %,31 %,"2,0",69 %,8 %,45 %,47 %,€ 15.300,"6,7 %"
12.070,"6.045 / 
6.025",12.468 per km²,12 %,10 %,39 %,27 %,12 %,57 %,17 %,26 %,7.600,63 %,18 %,20 %,"1,6",63 %,22 %,40 %,38 %,€ 19.700,"8,7 %"
5.770,"2.855 / 
2.915",15.935 per km²,14 %,14 %,50 %,16 %,7 %,49 %,15 %,36 %,3.400,58 %,23 %,19 %,"1,7",74 %,13 %,52 %,35 %,€ 17.400,"6,1 %"
6.380,"3.085 / 
3.295",20.520 per km²,11 %,13 %,48 %,20 %,8 %,58 %,19 %,23 %,3.875,58 %,24 %,18 %,"1,6",76 %,20 %,41 %,39 %,€ 18.800,"6,2 %"
13.770,"6.985 / 
6.785",21.803 per km²,10 %,15 %,48 %,22 %,6 %,61 %,21 %,18 %,9.360,69 %,19 %,13 %,"1,5",73 %,22 %,39 %,39 %,€ 19.800,"6,1 %"
5.770,"2.855 / 
2.915",15.935 per km²,14 %,14 %,50 %,16 %,7 %,49 %,15 %,36 %,3.400,58 %,23 %,19 %,"1,7",74 %,13 %,52 %,35 %,€ 17.400,"6,1 %"
18.920,"9.655 / 
9.265",22.632 per km²,9 %,10 %,39 %,30 %,11 %,65 %,23 %,12 %,12.825,69 %,18 %,13 %,"1,4",72 %,26 %,37 %,37 %,€ 21.000,"6,1 %"
6.975,"3.565 / 
3.410",12.587 per km²,9 %,12 %,43 %,26 %,9 %,64 %,25 %,11 %,4.620,67 %,21 %,13 %,"1,5",73 %,36 %,33 %,31 %,€ 26.300,"2,9 %"
12.615,"6.375 / 
6.235",12.311 per km²,13 %,13 %,34 %,32 %,8 %,57 %,18 %,25 %,7.550,60 %,18 %,21 %,"1,7",68 %,21 %,41 %,38 %,€ 19.300,"9,1 %"
4.635,"2.380 / 
2.255",12.520 per km²,12 %,13 %,45 %,24 %,6 %,62 %,18 %,20 %,2.855,62 %,21 %,17 %,"1,6",75 %,27 %,38 %,35 %,€ 20.900,"5,9 %"
10.415,"5.250 / 
5.165",11.168 per km²,18 %,13 %,36 %,23 %,10 %,32 %,11 %,57 %,5.420,55 %,18 %,28 %,"1,9",63 %,11 %,42 %,47 %,€ 15.800,"15,3 %"
13.770,"6.985 / 
6.785",21.803 per km²,10 %,15 %,48 %,22 %,6 %,61 %,21 %,18 %,9.360,69 %,19 %,13 %,"1,5",73 %,22 %,39 %,39 %,€ 19.800,"6,1 %"
13.770,"6.985 / 
6.785",21.803 per km²,10 %,15 %,48 %,22 %,6 %,61 %,21 %,18 %,9.360,69 %,19 %,13 %,"1,5",73 %,22 %,39 %,39 %,€ 19.800,"6,1 %"
7.825,"3.910 / 
3.910",22.079 per km²,10 %,10 %,45 %,25 %,9 %,60 %,19 %,21 %,5.065,66 %,19 %,15 %,"1,5",73 %,18 %,42 %,40 %,€ 18.300,"8,6 %"
12.615,"6.375 / 
6.235",12.311 per km²,13 %,13 %,34 %,32 %,8 %,57 %,18 %,25 %,7.550,60 %,18 %,21 %,"1,7",68 %,21 %,41 %,38 %,€ 19.300,"9,1 %"
6.805,"3.615 / 
3.190",13.560 per km²,9 %,12 %,38 %,30 %,11 %,62 %,30 %,8 %,4.495,65 %,23 %,12 %,"1,5",69 %,44 %,26 %,30 %,€ 30.200,1 %
10.255,"5.175 / 
5.075",14.281 per km²,13 %,13 %,40 %,27 %,7 %,47 %,15 %,38 %,6.120,62 %,18 %,20 %,"1,7",68 %,14 %,42 %,44 %,€ 17.200,"11,9 %"
1.250,"585 / 
665",1.067 per km²,16 %,10 %,27 %,25 %,22 %,63 %,25 %,12 %,715,59 %,20 %,21 %,"1,8",73 %,59 %,27 %,14 %,€ 37.300,0 %
11.700,"5.665 / 
6.035",22.837 per km²,9 %,12 %,46 %,22 %,10 %,60 %,18 %,22 %,7.670,67 %,19 %,14 %,"1,5",74 %,19 %,40 %,41 %,€ 18.500,"7,7 %"
6.805,"3.615 / 
3.190",13.560 per km²,9 %,12 %,38 %,30 %,11 %,62 %,30 %,8 %,4.495,65 %,23 %,12 %,"1,5",69 %,44 %,26 %,30 %,€ 30.200,1 %
11.670,"5.790 / 
5.875",10.148 per km²,34 %,7 %,42 %,14 %,2 %,54 %,11 %,35 %,4.445,30 %,18 %,53 %,"2,6",81 %,37 %,40 %,23 %,€ 23.400,5 %
11.920,"6.000 / 
5.920",25.329 per km²,13 %,10 %,45 %,25 %,7 %,55 %,18 %,27 %,7.450,64 %,17 %,18 %,"1,6",74 %,17 %,44 %,39 %,€ 18.000,"9,9 %"
5.135,"2.635 / 
2.500",20.353 per km²,10 %,12 %,48 %,23 %,7 %,57 %,19 %,24 %,3.375,65 %,20 %,15 %,"1,5",72 %,18 %,40 %,42 %,€ 17.500,9 %
7.115,"3.410 / 
3.705",21.356 per km²,13 %,11 %,44 %,25 %,7 %,66 %,22 %,12 %,4.460,64 %,19 %,18 %,"1,6",76 %,31 %,37 %,32 %,€ 22.300,"4,5 %"
7.105,"3.155 / 
3.950",3.866 per km²,9 %,9 %,24 %,24 %,34 %,62 %,22 %,16 %,4.025,59 %,25 %,16 %,"1,6",66 %,30 %,38 %,32 %,€ 23.600,"3,5 %"
13.705,"6.320 / 
7.385",10.175 per km²,13 %,11 %,40 %,23 %,13 %,71 %,19 %,10 %,8.065,57 %,22 %,21 %,"1,7",77 %,32 %,39 %,29 %,€ 22.600,3 %
13.770,"6.985 / 
6.785",21.803 per km²,10 %,15 %,48 %,22 %,6 %,61 %,21 %,18 %,9.360,69 %,19 %,13 %,"1,5",73 %,22 %,39 %,39 %,€ 19.800,"6,1 %"
11.700,"5.665 / 
6.035",22.837 per km²,9 %,12 %,46 %,22 %,10 %,60 %,18 %,22 %,7.670,67 %,19 %,14 %,"1,5",74 %,19 %,40 %,41 %,€ 18.500,"7,7 %"
5.185,"2.510 / 
2.675",8.696 per km²,18 %,13 %,29 %,23 %,18 %,43 %,13 %,44 %,2.450,48 %,21 %,31 %,"2,0",63 %,11 %,45 %,44 %,€ 16.400,"9,6 %"
18.920,"9.655 / 
9.265",22.632 per km²,9 %,10 %,39 %,30 %,11 %,65 %,23 %,12 %,12.825,69 %,18 %,13 %,"1,4",72 %,26 %,37 %,37 %,€ 21.000,"6,1 %"
1.250,"585 / 
665",1.067 per km²,16 %,10 %,27 %,25 %,22 %,63 %,25 %,12 %,715,59 %,20 %,21 %,"1,8",73 %,59 %,27 %,14 %,€ 37.300,0 %
4.395,"2.230 / 
2.160",20.263 per km²,10 %,11 %,45 %,25 %,9 %,65 %,21 %,14 %,2.840,64 %,21 %,15 %,"1,5",75 %,22 %,40 %,38 %,€ 19.400,"5,5 %"
12.825,"6.415 / 
6.410",9.663 per km²,21 %,16 %,31 %,20 %,11 %,30 %,10 %,60 %,5.670,43 %,20 %,37 %,"2,2",62 %,9 %,45 %,46 %,€ 15.500,"11,7 %"
4.235,"2.270 / 
1.965",9.978 per km²,10 %,12 %,38 %,28 %,12 %,63 %,28 %,9 %,2.710,64 %,23 %,13 %,"1,6",72 %,41 %,27 %,32 %,€ 31.400,"1,7 %"
1.260,"595 / 
660",21.783 per km²,9 %,9 %,57 %,20 %,5 %,66 %,25 %,9 %,855,66 %,22 %,12 %,"1,5",80 %,41 %,31 %,28 %,€ 24.600,"2,7 %"
17.650,"8.860 / 
8.790",17.336 per km²,17 %,14 %,43 %,19 %,7 %,38 %,11 %,51 %,9.585,55 %,20 %,25 %,"1,8",67 %,11 %,47 %,42 %,€ 16.200,"12,9 %"
17.750,"9.035 / 
8.715",11.717 per km²,20 %,8 %,39 %,29 %,4 %,62 %,16 %,22 %,8.775,43 %,25 %,33 %,"2,0",80 %,40 %,37 %,23 %,€ 24.800,"4,8 %"
10.835,"4.985 / 
5.850",12.665 per km²,12 %,10 %,49 %,20 %,9 %,69 %,18 %,13 %,6.750,60 %,23 %,17 %,"1,6",79 %,26 %,44 %,30 %,€ 21.200,"4,1 %"
11.960,"5.595 / 
6.365",3.667 per km²,17 %,14 %,25 %,22 %,23 %,49 %,10 %,41 %,6.105,50 %,22 %,27 %,"1,9",64 %,15 %,44 %,41 %,€ 17.300,"8,1 %"
15.105,"7.180 / 
7.925",9.515 per km²,14 %,13 %,27 %,22 %,23 %,46 %,11 %,43 %,8.175,52 %,25 %,23 %,"1,8",65 %,14 %,43 %,43 %,€ 16.900,"7,7 %"
490,"250 / 
240",202 per km²,8 %,46 %,24 %,18 %,3 %,77 %,17 %,6 %,340,74 %,16 %,10 %,"1,4",68 %,14 %,29 %,57 %,€ 17.000,4 %
7.115,"3.410 / 
3.705",21.356 per km²,13 %,11 %,44 %,25 %,7 %,66 %,22 %,12 %,4.460,64 %,19 %,18 %,"1,6",76 %,31 %,37 %,32 %,€ 22.300,"4,5 %"
13.770,"6.985 / 
6.785",21.803 per km²,10 %,15 %,48 %,22 %,6 %,61 %,21 %,18 %,9.360,69 %,19 %,13 %,"1,5",73 %,22 %,39 %,39 %,€ 19.800,"6,1 %"
12.055,"6.225 / 
5.835",25.520 per km²,15 %,14 %,43 %,21 %,7 %,34 %,13 %,53 %,6.855,60 %,18 %,22 %,"1,8",63 %,9 %,42 %,49 %,€ 15.500,"13,9 %"
8.635,"3.975 / 
4.660",9.002 per km²,11 %,11 %,42 %,24 %,13 %,64 %,17 %,19 %,5.545,63 %,21 %,17 %,"1,6",73 %,19 %,42 %,39 %,€ 18.600,"7,6 %"
10.475,"5.195 / 
5.280",7.200 per km²,21 %,19 %,33 %,18 %,10 %,26 %,9 %,65 %,4.750,49 %,19 %,33 %,"2,2",60 %,13 %,42 %,45 %,€ 16.500,"12,8 %"
17.750,"9.035 / 
8.715",11.717 per km²,20 %,8 %,39 %,29 %,4 %,62 %,16 %,22 %,8.775,43 %,25 %,33 %,"2,0",80 %,40 %,37 %,23 %,€ 24.800,"4,8 %"
18.920,"9.655 / 
9.265",22.632 per km²,9 %,10 %,39 %,30 %,11 %,65 %,23 %,12 %,12.825,69 %,18 %,13 %,"1,4",72 %,26 %,37 %,37 %,€ 21.000,"6,1 %"
4.235,"2.270 / 
1.965",9.978 per km²,10 %,12 %,38 %,28 %,12 %,63 %,28 %,9 %,2.710,64 %,23 %,13 %,"1,6",72 %,41 %,27 %,32 %,€ 31.400,"1,7 %"
11.945,"5.865 / 
6.080",22.538 per km²,14 %,14 %,45 %,20 %,7 %,54 %,16 %,30 %,6.875,56 %,22 %,22 %,"1,7",71 %,16 %,43 %,41 %,€ 17.500,9 %
5.185,"2.510 / 
2.675",8.696 per km²,18 %,13 %,29 %,23 %,18 %,43 %,13 %,44 %,2.450,48 %,21 %,31 %,"2,0",63 %,11 %,45 %,44 %,€ 16.400,"9,6 %"
5.770,"2.855 / 
2.915",15.935 per km²,14 %,14 %,50 %,16 %,7 %,49 %,15 %,36 %,3.400,58 %,23 %,19 %,"1,7",74 %,13 %,52 %,35 %,€ 17.400,"6,1 %"
9.380,"4.660 / 
4.720",7.877 per km²,17 %,13 %,32 %,26 %,12 %,51 %,9 %,40 %,4.935,51 %,19 %,30 %,"1,9",62 %,7 %,43 %,50 %,€ 14.900,"13,4 %"
8.635,"3.975 / 
4.660",9.002 per km²,11 %,11 %,42 %,24 %,13 %,64 %,17 %,19 %,5.545,63 %,21 %,17 %,"1,6",73 %,19 %,42 %,39 %,€ 18.600,"7,6 %"
14.995,"7.415 / 
7.580",7.345 per km²,21 %,14 %,28 %,29 %,9 %,52 %,12 %,36 %,6.030,30 %,24 %,47 %,"2,5",74 %,26 %,43 %,31 %,€ 20.800,"3,9 %"
13.510,"6.445 / 
7.065",4.798 per km²,18 %,14 %,33 %,25 %,10 %,72 %,16 %,12 %,6.910,48 %,22 %,30 %,"2,0",78 %,34 %,39 %,27 %,€ 23.200,"2,3 %"
4.635,"2.380 / 
2.255",12.520 per km²,12 %,13 %,45 %,24 %,6 %,62 %,18 %,20 %,2.855,62 %,21 %,17 %,"1,6",75 %,27 %,38 %,35 %,€ 20.900,"5,9 %"
16.070,"8.045 / 
8.025",7.089 per km²,19 %,14 %,30 %,23 %,13 %,31 %,10 %,59 %,7.855,52 %,18 %,30 %,"2,0",59 %,11 %,44 %,45 %,€ 16.300,"13,3 %"
12.510,"5.995 / 
6.515",7.553 per km²,21 %,12 %,26 %,25 %,15 %,43 %,9 %,48 %,5.675,43 %,21 %,37 %,"2,2",63 %,11 %,46 %,43 %,€ 16.400,"10,7 %"
12.510,"5.995 / 
6.515",7.553 per km²,21 %,12 %,26 %,25 %,15 %,43 %,9 %,48 %,5.675,43 %,21 %,37 %,"2,2",63 %,11 %,46 %,43 %,€ 16.400,"10,7 %"
